Course Code,Course Title,Broad Subject,Setting,Credentials Authorizing Course,Notes
9643,Cambridge Advanced Computer Science (AS Level) 9618,Computer Science,General Education,Full Authorization:Single Subject: Business; Mathematics; Industrial and Technology EducationSpecific Supplementary Auth: Computer ScienceLimited Authorization:Supplementary Auth: Business; Computer Science; Industrial ArtsIntro Supplementary Auth: Introductory Business; Introductory Computer Science; Introductory Industrial Arts,
9644,Cambridge Advanced Computer Science (A Level) 9618,Computer Science,General Education,Full Authorization:Single Subject: Business; Mathematics; Industrial and Technology EducationSpecific Supplementary Auth: Computer ScienceLimited Authorization:Supplementary Auth: Business; Computer Science; Industrial ArtsIntro Supplementary Auth: Introductory Business; Introductory Computer Science; Introductory Industrial Arts,
9645,Cambridge Advanced Design &amp; Technology (AS Level) 9705,Industrial and Technology Education,General Education,Full Authorization:Single Subject:  Industrial and Technology EducationLimited Authorization:Supplementary Auth:  Industrial ArtsIntro Supplementary Auth: Introductory  Industrial Arts,
9646,Cambridge Advanced Design &amp; Technology (A Level) 9705,Industrial and Technology Education,General Education,Full Authorization:Single Subject: Industrial and Technology EducationLimited Authorization:Supplementary Auth: Industrial ArtsIntro Supplementary Auth: Introductory Industrial Arts,
9647,Cambridge Advanced Biblical Studies (A Level) 9011,Elective,General Education,,Checked against requirements of Title 5 80005(b)Requires credential based on bachelors degree and student teachingNo Emergency documents
9648,Cambridge Advanced Biblical Studies (AS Level) 8401,Elective,General Education,,Checked against requirements of Title 5 80005(b)Requires credential based on bachelors degree and student teachingNo Emergency documents
9649,Cambridge Advanced Digital Media &amp; Design (AS Level) 9481,Art,General Education,Full Authorization:Single Subject: Art; Industrial and Technology EducationSpecific Supplementary Auth: Graphic ArtsLimited Authorization:Supplementary Auth: Art; Industrial ArtsIntro Supplementary Auth: Introductory Art; Introductory Industrial ArtsIntro Subject Matter Auth: Introductory Art,
9650,Cambridge Advanced Digital Media &amp; Design (A Level) 9481,Art,General Education,Full Authorization:Single Subject: Art; Industrial and Technology EducationSpecific Supplementary Auth: Graphic ArtsLimited Authorization:Supplementary Auth: Art; Industrial ArtsIntro Supplementary Auth: Introductory Art; Introductory Industrial ArtsIntro Subject Matter Auth: Introductory Art,
9651,Cambridge Advanced Drama (AS Level) 9482,Theatre,General Education,Full Authorization:Single Subject: Art; TheaterSpecific Supplementary Auth: DramaSpecific Subject Matter Auth: Drama/ TheatreLimited Authorization:Supplementary Auth: TheaterIntro Supplementary Auth: Introductory TheaterIntro Subject Matter Auth: Introductory Theater,"English authorizations issued prior to 2022 (e.g. ENGL, ENGX, etc) are authorized to teach theater content. See Coded 21-01 for more details."
9652,Cambridge Advanced Drama (A Level) 9482,Theatre,General Education,Full Authorization:Single Subject: Art; TheaterSpecific Supplementary Auth: DramaSpecific Subject Matter Auth: Drama/ TheatreLimited Authorization:Supplementary Auth: TheaterIntro Supplementary Auth: Introductory TheaterIntro Subject Matter Auth: Introductory Theater,"English authorizations issued prior to 2022 (e.g. ENGL, ENGX, etc) are authorized to teach theater content. See Coded 21-01 for more details."
9653,Cambridge Advanced Economics (AS Level) 9708,Social Science,General Education,Full Authorization:Single Subject: Business; Social ScienceSpecific Supplementary Auth: Economics; Economics and Consumer EducationSpecific Subject Matter Auth: Economics (social science)Limited Authorization:Supplementary Auth: Business; Social ScienceIntro Supplementary Auth: Introductory Business; Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9654,Cambridge Advanced Economics (A Level) 9708,Social Science,General Education,Full Authorization:Single Subject: Business; Social ScienceSpecific Supplementary Auth: Economics; Economics and Consumer EducationSpecific Subject Matter Auth: Economics (social science)Limited Authorization:Supplementary Auth: Business; Social ScienceIntro Supplementary Auth: Introductory Business; Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9655,Cambridge Advanced English Language and Literature (AS Level) 8695,English,General Education,Full Authorization:Single Subject: EnglishSpecific Supplementary Auth: LiteratureSpecific Subject Matter Auth: LiteratureLimited Authorization:Supplementary Auth: EnglishIntro Supplementary Auth: Introductory EnglishIntro Subject Matter Auth: Introductory English,
9656,Cambridge Advanced English General Paper (AS Level) 8201,English,General Education,Full Authorization:Single Subject: EnglishLimited Authorization:Supplementary Auth: EnglishIntro Supplementary Auth: Introductory EnglishIntro Subject Matter Auth: Introductory English,
9657,Cambridge Advanced Environmental Management (AS Level) 8291,Science,General Education,Full Authorization:Single Subject: Science: Biological Sciences; Science: GeosciencesLimited Authorization:Supplementary Auth: ScienceIntro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science,
9658,Cambridge Advanced Geography (AS Level) 9696,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: GeographySpecific Subject Matter Auth: GeographyLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9659,Cambridge Advanced Geography (A Level) 9696,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: GeographySpecific Subject Matter Auth: GeographyLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9660,Cambridge Advanced Global Perspectives and Research (AS Level) 9239,Social Science,General Education,Full Authorization:Single Subject: Social ScienceLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9661,Cambridge Advanced Global Perspectives and Research (A Level) 9239,Social Science,General Education,Full Authorization:Single Subject: Social ScienceLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9662,Cambridge Advanced History (American) (AS Level) 9489,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: US History and History of CaliforniaSpecific Subject Matter Auth: HistoryLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9663,Cambridge Advanced History (European) (AS Level) 9489,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: World HistorySpecific Subject Matter Auth: HistoryLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9664,Cambridge Advanced History (International) (AS Level) 9489,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: World HistorySpecific Subject Matter Auth: HistoryLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9665,Cambridge Advanced American History (A Level) 9489,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: US History and History of CaliforniaSpecific Subject Matter Auth: HistoryLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9666,Cambridge Advanced European History (A Level) 9489,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: World HistorySpecific Subject Matter Auth: HistoryLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9667,Cambridge Advanced International History (A Level) 9489,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: World HistorySpecific Subject Matter Auth: HistoryLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9668,Cambridge Advanced Information Technology (AS Level) 9626,Computer Science,General Education,Full Authorization:Single Subject: Business; Mathematics; Industrial and Technology EducationSpecific Supplementary Auth: Computer ScienceLimited Authorization:Supplementary Auth: Business; Computer Science; Indusrial ArtsIntro Supplementary Auth: Introductory Business; Introductory Computer Science; Introductory Industrial Arts,
9669,Cambridge Advanced Information Technology (A Level) 9626,Computer Science,General Education,Full Authorization:Single Subject: Business; Mathematics; Industrial and Technology EducationSpecific Supplementary Auth: Computer ScienceLimited Authorization:Supplementary Auth: Business; Computer Science; Indusrial ArtsIntro Supplementary Auth: Introductory Business; Introductory Computer Science; Introductory Industrial Arts,
9670,Cambridge Advanced Law (AS Level) 9084,Social Science,General Education,Full Authorization:Single Subject: Social ScienceLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9671,Cambridge Advanced Law (A Level) 9084,Social Science,General Education,Full Authorization:Single Subject: Social ScienceLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9672,Cambridge Advanced Marine Science (AS Level) 9693,Science,General Education,Full Authorization:Single Subject: Science: Biological Sciences; Science: GeosciencesSpecific Supplementary Auth: Biological ScienceLimited Authorization:Supplementary Auth:  ScienceIntro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science,
